Lcl Date,Lcl Time,UTCOfst,AtvWpt,Latitude,Longitude,AltB,BaroA,AltMSL,OAT,IAS,GndSpd,VSpd,Pitch,Roll,LatAc,NormAc,HDG,TRK,volt1,amp1,FQtyL,FQtyR,E1 FFlow,E1 OilT,E1 OilP,E1 Torq,E1 NP,E1 NG,E1 ITT,AltGPS,TAS,HSIS,CRS,NAV1,NAV2,COM1,COM2,HCDI,VCDI,WndSpd,WndDr,WptDst,WptBrg,MagVar,AfcsOn,RollM,PitchM,RollC,PichC,VSpdG,GPSfix,HAL,VAL,HPLwas,HPLfd,VPLwas,AIRSPEED_AVG,ALTITUDE_AVG,FLAPS_AVG,SPEEDBRAKE_DEPLOYED,VERTICAL_ACCEL,TQ_AVG,VERTICAL_SPEED,VERTICAL_SPEED_SMOOTH,ACCEL_NORM_DIFF,ALTITUDE_AGL,IS_AIRBORNE,PHASE
7/25/2026, 04:56:15,  +00:00,   HKFH,-2.5307069,37.7304077,3524,29.92,3785.7,19,0,0,-1.56,-0.03,0.11,0,0,132,139.9,28.6,32.4,66.44,75.13,16.99,164.42,87.46,108.98,1112.73,54.06,633.85,3724.4,0,  GPS,156.2,113.1,115.9,125.3,118,0,       ,       ,      ,27,156.3,-0.4,0,  NONE,   NONE,      ,      ,7.9,     3D,3704,      ,       ,97,       ,0,3785.7,0,FALSE,1,108.98,-1.56,0.997,-0.01,0.5,FALSE,GROUND
7/25/2026, 04:56:15,  +00:00,   HKFH,-2.5307064,37.7304077,3525,29.92,3785.9,19,0,0,-0.55,-0.04,0.11,0,0,132,139.9,28.6,32.3,66.44,75.13,16.99,164.35,87.43,108.59,1112.74,54.04,635.01,3724.6,0,  GPS,156.2,113.1,115.9,125.3,118,0,       ,       ,      ,27,156.3,-0.4,0,  NONE,   NONE,      ,      ,0,     3D,3704,      ,       ,97,       ,0,3785.9,0,FALSE,1,108.59,-0.55,1.254,0,0.7,FALSE,GROUND
7/25/2026, 04:56:16,  +00:00,   HKFH,-2.5307064,37.7304077,3525,29.92,3786,19,0,0,5.59,-0.04,0.14,0,0,132,139.9,28.6,32.3,66.44,75.13,16.99,164.3,87.43,108.76,1113.68,54.04,635.27,3724.7,0,  GPS,156.2,113.1,115.9,125.3,118,0,       ,       ,      ,27,156.3,-0.4,0,  NONE,   NONE,      ,      ,0,     3D,3704,      ,       ,97,       ,0,3786,0,FALSE,1,108.76,5.59,1.66,0,0.8,FALSE,GROUND
7/25/2026, 04:56:17,  +00:00,   HKFH,-2.5307064,37.7304077,3525,29.92,3785.9,19,0,0,9.45,-0.05,0.13,0,0,132,139.9,28.6,32.1,66.44,75.13,16.99,164.24,87.4,108.97,1114.05,54.05,635.16,3724.6,0,  GPS,156.2,113.1,115.9,125.3,118,0,       ,       ,      ,27,156.3,-0.4,0,  NONE,   NONE,      ,      ,0,     3D,3704,      ,       ,97,       ,0,3785.9,0,FALSE,1,108.97,9.45,2.644,0,0.7,FALSE,GROUND
7/25/2026, 04:56:18,  +00:00,   HKFH,-2.5307064,37.7304077,3525,29.92,3786,19,0,0,11.94,-0.07,0.12,0,0,132,139.9,28.6,31.9,66.44,75.3,16.98,164.18,87.42,109.23,1114.79,54.06,634.74,3724.7,0,  GPS,156.2,113.1,115.9,125.3,118,0,       ,       ,      ,27,156.3,-0.4,0,  NONE,   NONE,      ,      ,0,     3D,3704,      ,       ,97,       ,0,3786,0,FALSE,1,109.23,11.94,2.987,0,0.8,FALSE,GROUND
7/25/2026, 04:56:19,  +00:00,   HKFH,-2.5307069,37.7304077,3525,29.92,3785.9,19,0,0,7.3,-0.09,0.09,0,0,132,139.9,28.6,31.8,66.44,75.3,17.01,164.11,87.43,109.63,1114.88,54.07,634.64,3724.6,0,  GPS,156.2,113.1,115.9,125.3,118,0,       ,       ,      ,27,156.3,-0.4,0,  NONE,   NONE,      ,      ,-3.9,     3D,3704,      ,       ,97,       ,0,3785.9,0,FALSE,1,109.63,7.3,2.335,0,0.7,FALSE,GROUND
7/25/2026, 04:56:21,  +00:00,   HKFH,-2.5307069,37.7304077,3525,29.92,3785.9,19,0,0,3.66,-0.14,0.11,0,0.01,132,139.9,28.6,31.9,66.44,75.3,18.24,164.05,87.42,116.77,1119.45,55.13,647.15,3724.6,0,  GPS,156.2,113.1,115.9,125.3,118,0,       ,       ,      ,27,156.3,-0.4,0,  NONE,   NONE,      ,      ,0,     3D,3704,      ,       ,97,       ,0,3785.9,0,FALSE,1,116.77,3.66,1.612,0.01,0.7,FALSE,GROUND
7/25/2026, 04:56:22,  +00:00,   HKFH,-2.5307069,37.7304077,3525,29.92,3786,19,0,0,1.55,-0.13,0.1,0,0,132,139.9,28.5,30,66.44,75.48,20.79,163.98,87.43,138.55,1151.96,58.45,693.92,3724.7,0,  GPS,156.2,113.1,115.9,125.3,118,0,       ,       ,      ,27,156.3,-0.4,0,  NONE,   NONE,      ,      ,0,     3D,3704,      ,       ,96.5,       ,0,3786,0,FALSE,1,138.55,1.55,1.003,-0.01,0.8,FALSE,GROUND
7/25/2026, 04:56:23,  +00:00,   HKFH,-2.5307071,37.7304077,3524,29.92,3786,19,0,0,-3.84,-0.11,0.08,0,0,132,139.9,28.5,29.5,66.44,75.48,22.28,163.93,87.55,166.43,1211.33,61.83,714.19,3724.7,0,  GPS,156.2,113.1,115.9,125.3,118,0,       ,       ,      ,27,156.3,-0.4,0,  NONE,   NONE,      ,      ,0,     3D,3704,      ,       ,96.5,       ,0,3786,0,FALSE,1,166.43,-3.84,-0.003,0,0.8,FALSE,GROUND
7/25/2026, 04:56:24,  +00:00,   HKFH,-2.5307076,37.7304077,3524,29.92,3786.3,19,0,0,-10.19,-0.09,0.03,0,0,132,139.9,28.5,29.6,66.44,75.48,22.54,163.87,87.52,187.89,1275.15,63.75,703.01,3725,0,  GPS,156.2,113.1,115.9,125.3,118,0,       ,       ,      ,27,156.3,-0.4,0,  NONE,   NONE,      ,      ,0,     3D,3704,      ,       ,96.5,       ,0,3786.3,0,FALSE,1,187.89,-10.19,-0.539,0,1.1,FALSE,GROUND
7/25/2026, 04:56:25,  +00:00,   HKFH,-2.5307086,37.7304077,3524,29.92,3786.2,19,0,0,-8.79,-0.14,-0.08,0.01,0,132,139.9,28.5,29.6,66.44,75.48,22.36,163.81,87.43,198.89,1324.95,64.45,673.01,3725,0,  GPS,156.2,113.1,115.9,125.3,118,0,       ,       ,      ,27,156.3,-0.4,0,  NONE,   NONE,      ,      ,0,     3D,3704,      ,       ,96.5,       ,0,3786.2,0,FALSE,1,198.89,-8.79,-0.976,0,1,FALSE,GROUND
7/25/2026, 04:56:26,  +00:00,   HKFH,-2.5307109,37.7304077,3524,29.92,3786.2,19,0,0,-6.64,-0.03,-0.16,0,0.01,132,139.9,28.5,29.6,66.44,75.48,22.15,163.75,87.47,203.44,1357.38,64.61,647.46,3725,0,  GPS,156.2,113.1,115.9,125.3,118,0,       ,       ,      ,27,156.3,-0.4,0,  NONE,   NONE,      ,      ,0,     3D,3704,      ,       ,96.5,       ,0,3786.2,0,FALSE,1,203.44,-6.64,-1.267,0.01,1,FALSE,GROUND
7/25/2026, 04:56:27,  +00:00,   HKFH,-2.5307174,37.7304192,3524,29.92,3786.2,19,0,1.11,-4.47,0.18,0.11,-0.02,0,131.1,139.9,28.5,29.8,66.29,75.48,21.86,163.67,87.34,203.14,1389.21,64.58,622.41,3724.9,0,  GPS,156.2,113.1,115.9,125.3,118,0,       ,       ,      ,27,156.3,-0.4,0,  NONE,   NONE,      ,      ,0,     3D,3704,      ,       ,96.5,       ,0,3786.2,0,FALSE,1,203.14,-4.47,-1.404,-0.01,1,FALSE,GROUND
7/25/2026, 04:56:28,  +00:00,   HKFH,-2.5307221,37.730423,3525,29.92,3786,19,0,1.38,4.09,0.27,0.33,0,0,130.1,139.9,28.5,29.6,66.29,75.3,21.74,163.62,87.34,201.12,1395.13,64.46,615.89,3724.8,0,  GPS,156.2,113.1,115.9,125.3,118,0,       ,       ,      ,27,156.3,-0.4,0,  NONE,   NONE,      ,      ,-3.9,     3D,3704,      ,       ,96.5,       ,0,3786,0,FALSE,1,201.12,4.09,-1.412,0,0.8,FALSE,GROUND
7/25/2026, 04:56:29,  +00:00,   HKFH,-2.5307271,37.7304268,3524,29.92,3786,19,0,1.63,7.57,0.05,0.41,-0.01,0.01,129.1,139.9,28.5,29.8,66.29,75.3,21.66,163.57,87.27,199.15,1397.76,64.38,612.11,3724.7,0,  GPS,156.2,113.1,115.9,125.3,118,0,       ,       ,      ,27,156.3,-0.4,0,  NONE,   NONE,      ,      ,0,     3D,3704,      ,       ,96.5,       ,0,3786,0,FALSE,1,199.15,7.57,-0.32,0.01,0.8,FALSE,GROUND
7/25/2026, 04:56:30,  +00:00,   HKFH,-2.5307319,37.7304382,3524,29.92,3786,19,0,1.69,4.39,-0.04,0.41,0.01,0,127.9,139.9,28.5,29.7,66.29,75.13,21.63,163.51,87.26,198.32,1399.21,64.33,610.37,3724.7,0,  GPS,156.2,113.1,115.9,125.3,118,0.001,       ,       ,      ,27,156.3,-0.4,0,  NONE,   NONE,      ,      ,0,     3D,3704,      ,       ,96.5,       ,0,3786,0,FALSE,1,198.32,4.39,2.306,-0.01,0.8,FALSE,GROUND
7/25/2026, 04:56:31,  +00:00,   HKFH,-2.5307372,37.7304382,3525,29.92,3785.9,19,0,1.81,2.29,0.59,1.08,-0.05,0,126.2,139.9,28.5,29.5,66.44,74.78,21.64,163.46,87.3,198.17,1399.71,64.35,609.23,3724.6,0,  GPS,156.2,113.1,115.9,125.3,118,0.001,       ,       ,      ,27,156.3,-0.4,0,  NONE,   NONE,      ,      ,0,     3D,3704,      ,       ,96.5,       ,0,3785.9,0,FALSE,1,198.17,2.29,4.791,0,0.7,FALSE,GROUND
7/25/2026, 04:56:33,  +00:00,   HKFH,-2.5307426,37.7304497,3525,29.92,3785.8,19,0,2.14,1.47,0.92,0.86,-0.01,-0.04,124.7,124.1,28.5,29.5,66.44,74.25,21.68,163.39,87.3,198.16,1399.79,64.45,609.84,3724.5,0,  GPS,156.2,113.1,115.9,125.3,118,0.001,       ,       ,      ,27,156.3,-0.4,0,  NONE,   NONE,      ,      ,0,     3D,3704,      ,       ,96.5,       ,0,3785.8,0,FALSE,1,198.16,1.47,6.481,-0.04,0.6,FALSE,GROUND
